DATUM,CDU/CSU,SPD,GRÜNE,FDP,LINKE,SONSTIGE,BUNDESTAGSWAHL,BEFRAGTE,AFD,INSTITUT
2004-04-08,46.0,27.0,11.0,7.0,5.0,4.0,False,1000.0,,DIMAP
2004-04-13,47.0,28.0,11.0,6.0,5.0,3.0,False,2005.0,,FORSA
2004-04-15,47.0,27.0,11.0,6.0,5.0,4.0,False,,,EMNID
2004-04-16,46.0,27.0,11.0,7.0,5.0,4.0,False,1000.0,,DIMAP
2004-04-20,47.0,27.0,11.0,6.0,5.0,4.0,False,2007.0,,FORSA
2004-04-21,47.1,24.5,11.5,8.3,5.3,3.3,False,,,ALLENSBACH
2004-04-22,46.5,26.0,11.0,7.5,5.0,4.0,False,1006.0,,GMS
2004-04-23,46.0,27.0,11.0,6.0,5.0,5.0,False,1000.0,,DIMAP
2004-04-23,46.0,27.0,11.0,7.0,5.0,4.0,False,,,EMNID
2004-04-23,48.0,29.0,10.0,5.0,4.0,4.0,False,1289.0,,POLITBAROMETER
2004-04-27,47.0,27.0,12.0,6.0,4.0,4.0,False,2509.0,,FORSA
2004-04-30,47.0,27.0,11.0,7.0,5.0,3.0,False,,,EMNID
2004-04-30,47.0,26.0,11.0,6.0,5.0,5.0,False,1000.0,,DIMAP
2004-05-04,46.0,27.0,11.0,7.0,5.0,4.0,False,2502.0,,FORSA
2004-05-07,47.0,27.0,11.0,6.0,5.0,4.0,False,,,EMNID
2004-05-07,46.0,27.0,12.0,7.0,4.0,4.0,False,1200.0,,DIMAP
2004-05-11,46.0,27.0,11.0,7.0,5.0,4.0,False,2501.0,,FORSA
2004-05-13,48.0,26.0,10.0,6.0,6.0,4.0,False,,,EMNID
2004-05-14,47.0,26.0,12.0,7.0,4.0,4.0,False,1000.0,,DIMAP
2004-05-14,48.0,28.0,10.0,6.0,4.0,4.0,False,1213.0,,POLITBAROMETER
2004-05-18,47.0,26.0,12.0,6.0,5.0,4.0,False,2507.0,,FORSA
2004-05-19,48.0,25.0,11.0,7.0,4.0,5.0,False,1002.0,,GMS
2004-05-19,46.7,24.5,11.9,7.9,5.1,3.9,False,,,ALLENSBACH
2004-05-20,47.0,26.0,11.0,6.0,6.0,4.0,False,,,EMNID
2004-05-21,47.0,26.0,11.0,6.0,5.0,5.0,False,,,DIMAP
2004-05-25,46.0,26.0,12.0,7.0,5.0,4.0,False,2007.0,,FORSA
2004-05-28,46.0,27.0,11.0,7.0,5.0,4.0,False,1000.0,,DIMAP
2004-05-28,48.0,29.0,9.0,6.0,4.0,4.0,False,1217.0,,POLITBAROMETER
2004-06-01,48.0,27.0,10.0,7.0,4.0,4.0,False,2502.0,,FORSA
2004-06-04,47.0,26.0,11.0,7.0,5.0,4.0,False,,,EMNID
2004-06-04,46.0,27.0,11.0,6.0,5.0,5.0,False,1500.0,,DIMAP
2004-06-08,46.0,28.0,11.0,7.0,5.0,3.0,False,2001.0,,FORSA
2004-06-11,46.0,26.0,11.0,8.0,5.0,4.0,False,1000.0,,DIMAP
2004-06-11,48.0,27.0,10.0,7.0,5.0,3.0,False,,,EMNID
2004-06-15,45.0,27.0,12.0,7.0,5.0,4.0,False,2502.0,,FORSA
2004-06-16,45.9,25.0,10.8,7.9,5.4,5.0,False,2000.0,,ALLENSBACH
2004-06-17,47.0,26.0,11.0,7.0,5.0,4.0,False,,,EMNID
2004-06-18,45.0,24.0,12.0,8.0,6.0,5.0,False,1000.0,,DIMAP
2004-06-22,45.0,24.0,13.0,8.0,6.0,4.0,False,2501.0,,FORSA
2004-06-24,47.0,25.0,11.0,7.0,5.0,5.0,False,1005.0,,GMS
2004-06-24,45.0,25.0,12.0,8.0,6.0,4.0,False,,,EMNID
2004-06-25,46.0,27.0,11.0,7.0,5.0,4.0,False,1230.0,,POLITBAROMETER
2004-06-25,45.0,24.0,13.0,7.0,6.0,5.0,False,1000.0,,DIMAP
2004-06-29,45.0,24.0,12.0,8.0,6.0,5.0,False,2500.0,,FORSA
2004-07-01,45.0,25.0,13.0,7.0,6.0,4.0,False,,,EMNID
2004-07-02,45.0,23.0,13.0,7.0,7.0,5.0,False,1500.0,,DIMAP
2004-07-06,45.0,24.0,12.0,9.0,6.0,4.0,False,2506.0,,FORSA
2004-07-08,45.0,24.0,13.0,8.0,6.0,4.0,False,,,EMNID
2004-07-09,46.0,25.0,12.0,7.0,5.0,5.0,False,1255.0,,POLITBAROMETER
2004-07-12,45.0,23.0,13.0,7.0,7.0,5.0,False,1000.0,,DIMAP
2004-07-13,46.0,23.0,12.0,8.0,6.0,5.0,False,2507.0,,FORSA
2004-07-15,45.0,25.0,12.0,8.0,6.0,4.0,False,,,EMNID
2004-07-16,46.0,23.0,13.0,7.0,7.0,4.0,False,1000.0,,DIMAP
2004-07-20,44.0,25.0,13.0,7.0,6.0,5.0,False,2503.0,,FORSA
2004-07-21,44.2,24.2,12.2,8.5,6.0,4.9,False,2114.0,,ALLENSBACH
2004-07-22,45.0,26.0,11.0,7.0,5.0,6.0,False,1007.0,,GMS
2004-07-22,44.0,24.0,13.0,8.0,6.0,5.0,False,,,EMNID
2004-07-23,45.0,26.0,11.0,7.0,5.0,6.0,False,1225.0,,POLITBAROMETER
2004-07-23,44.0,25.0,12.0,7.0,7.0,5.0,False,1000.0,,DIMAP
2004-07-27,43.0,26.0,13.0,7.0,6.0,5.0,False,2504.0,,FORSA
2004-07-29,45.0,24.0,13.0,7.0,6.0,5.0,False,,,EMNID
2004-07-30,44.0,25.0,12.0,7.0,7.0,5.0,False,1000.0,,DIMAP
2004-08-03,44.0,25.0,13.0,7.0,6.0,5.0,False,2510.0,,FORSA
2004-08-05,43.0,25.0,12.0,8.0,7.0,5.0,False,,,EMNID
2004-08-06,44.0,23.0,13.0,8.0,7.0,5.0,False,1500.0,,DIMAP
2004-08-10,43.0,26.0,13.0,8.0,6.0,4.0,False,2504.0,,FORSA
2004-08-12,43.0,25.0,12.0,8.0,7.0,5.0,False,,,EMNID
2004-08-13,44.0,24.0,12.0,7.0,8.0,5.0,False,,,DIMAP
2004-08-17,42.9,25.3,11.3,8.2,7.4,4.9,False,2000.0,,ALLENSBACH
2004-08-17,43.0,24.0,13.0,8.0,7.0,5.0,False,2500.0,,FORSA
2004-08-19,43.0,25.0,13.0,8.0,7.0,4.0,False,1002.0,,GMS
2004-08-19,42.0,23.0,13.0,9.0,8.0,5.0,False,,,EMNID
2004-08-20,43.0,24.0,13.0,6.0,8.0,6.0,False,1000.0,,DIMAP
2004-08-24,42.0,26.0,13.0,8.0,7.0,4.0,False,2503.0,,FORSA
2004-08-27,45.0,26.0,10.0,6.0,6.0,7.0,False,1173.0,,POLITBAROMETER
2004-08-28,43.0,25.0,12.0,7.0,7.0,6.0,False,1000.0,,DIMAP
2004-08-31,42.0,26.0,12.0,8.0,7.0,5.0,False,2504.0,,FORSA
2004-09-03,44.0,26.0,12.0,6.0,7.0,5.0,False,1500.0,,DIMAP
2004-09-07,41.0,27.0,13.0,8.0,6.0,5.0,False,2506.0,,FORSA
2004-09-10,44.0,26.0,13.0,6.0,6.0,5.0,False,1000.0,,DIMAP
2004-09-14,41.0,27.0,12.0,8.0,7.0,5.0,False,2503.0,,FORSA
2004-09-15,44.6,23.7,11.4,8.0,7.5,4.8,False,,,ALLENSBACH
2004-09-17,43.0,26.0,13.0,6.0,6.0,6.0,False,1000.0,,DIMAP
2004-09-21,41.0,28.0,11.0,8.0,7.0,5.0,False,2501.0,,FORSA
2004-09-23,42.0,26.0,11.0,7.0,8.0,6.0,False,1005.0,,GMS
2004-09-24,43.0,26.0,13.0,7.0,6.0,5.0,False,1000.0,,DIMAP
2004-09-24,44.0,27.0,10.0,6.0,6.0,7.0,False,1245.0,,POLITBAROMETER
2004-09-28,39.0,29.0,12.0,8.0,7.0,5.0,False,2501.0,,FORSA
2004-10-01,41.0,29.0,12.0,7.0,6.0,5.0,False,1500.0,,DIMAP
2004-10-05,40.0,29.0,12.0,8.0,6.0,5.0,False,2509.0,,FORSA
2004-10-08,41.0,29.0,12.0,7.0,6.0,5.0,False,1000.0,,DIMAP
2004-10-13,39.0,31.0,11.0,8.0,6.0,5.0,False,2503.0,,FORSA
2004-10-13,40.0,28.0,12.0,8.0,7.0,5.0,False,,,EMNID
2004-10-15,40.0,30.0,13.0,7.0,5.0,5.0,False,1000.0,,DIMAP
2004-10-15,42.0,28.0,11.0,6.0,6.0,7.0,False,1240.0,,POLITBAROMETER
2004-10-19,40.0,29.0,12.0,8.0,6.0,5.0,False,,,EMNID
2004-10-19,38.0,33.0,11.0,8.0,5.0,5.0,False,2508.0,,FORSA
2004-10-20,41.5,27.0,12.1,8.4,6.3,4.7,False,,,ALLENSBACH
2004-10-21,41.0,29.0,11.0,7.0,6.5,5.5,False,1010.0,,GMS
2004-10-22,38.0,31.0,12.0,8.0,5.0,6.0,False,1000.0,,DIMAP
2004-10-26,38.0,33.0,12.0,8.0,4.0,5.0,False,2507.0,,FORSA
2004-10-27,39.0,31.0,12.0,7.0,6.0,5.0,False,,,EMNID
2004-10-29,38.0,31.0,12.0,8.0,6.0,5.0,False,1000.0,,DIMAP
2004-10-29,40.0,30.0,11.0,7.0,6.0,6.0,False,1239.0,,POLITBAROMETER
2004-11-02,38.0,33.0,11.0,8.0,5.0,5.0,False,2502.0,,FORSA
2004-11-03,39.0,31.0,12.0,8.0,6.0,4.0,False,,,EMNID
2004-11-05,40.0,30.0,13.0,8.0,5.0,4.0,False,1500.0,,DIMAP
2004-11-09,39.0,32.0,11.0,8.0,5.0,5.0,False,2508.0,,FORSA
2004-11-10,39.0,31.0,12.0,7.0,6.0,5.0,False,,,EMNID
2004-11-12,40.0,31.0,12.0,7.0,5.0,5.0,False,1000.0,,DIMAP
2004-11-12,41.0,29.0,11.0,7.0,6.0,6.0,False,1265.0,,POLITBAROMETER
2004-11-16,40.0,31.0,11.0,8.0,5.0,5.0,False,2499.0,,FORSA
2004-11-17,39.0,31.0,11.0,8.0,6.0,5.0,False,,,EMNID
2004-11-18,39.0,32.0,12.0,8.0,5.0,4.0,False,1008.0,,GMS
2004-11-18,38.9,30.9,10.9,8.8,5.8,4.7,False,2033.0,,ALLENSBACH
2004-11-19,39.0,32.0,12.0,7.0,5.0,5.0,False,1000.0,,DIMAP
2004-11-23,38.0,31.0,11.0,9.0,6.0,5.0,False,2504.0,,FORSA
2004-11-24,38.0,32.0,12.0,7.0,6.0,5.0,False,,,EMNID
2004-11-26,39.0,32.0,11.0,8.0,5.0,5.0,False,1000.0,,DIMAP
2004-11-26,41.0,30.0,10.0,7.0,6.0,6.0,False,1289.0,,POLITBAROMETER
2004-11-30,38.0,32.0,12.0,8.0,5.0,5.0,False,2503.0,,FORSA
2004-12-01,39.0,31.0,11.0,8.0,6.0,5.0,False,,,EMNID
2004-12-03,40.0,33.0,11.0,7.0,4.0,5.0,False,1500.0,,DIMAP
2004-12-07,38.0,33.0,11.0,8.0,6.0,4.0,False,2500.0,,FORSA
2004-12-08,40.0,31.0,11.0,7.0,6.0,5.0,False,,,EMNID
2004-12-10,41.0,30.0,10.0,7.0,6.0,6.0,False,1233.0,,POLITBAROMETER
2004-12-10,40.0,32.0,11.0,8.0,5.0,4.0,False,1000.0,,DIMAP
2004-12-14,39.0,32.0,11.0,8.0,5.0,5.0,False,2507.0,,FORSA
2004-12-15,39.0,31.0,10.0,8.0,6.0,6.0,False,,,EMNID
2004-12-15,39.7,30.1,11.9,8.4,6.0,3.9,False,2063.0,,ALLENSBACH
2004-12-16,40.0,32.0,11.0,8.0,6.0,3.0,False,1003.0,,GMS
2004-12-17,40.0,32.0,11.0,7.0,5.0,5.0,False,1000.0,,DIMAP
2004-12-21,40.0,33.0,10.0,7.0,5.0,5.0,False,2506.0,,FORSA
2004-12-22,40.0,31.0,11.0,7.0,6.0,5.0,False,,,EMNID
2004-12-23,38.0,34.0,12.0,7.0,5.0,4.0,False,1000.0,,DIMAP
2004-12-28,38.0,34.0,10.0,8.0,5.0,5.0,False,2007.0,,FORSA
2005-01-04,38.0,34.0,10.0,8.0,5.0,5.0,False,2005.0,,FORSA
2005-01-05,37.0,34.0,11.0,8.0,6.0,4.0,False,1470.0,,EMNID
2005-01-07,38.0,33.0,12.0,8.0,5.0,4.0,False,1500.0,,DIMAP
2005-01-11,38.0,35.0,10.0,7.0,5.0,5.0,False,2501.0,,FORSA
2005-01-12,38.0,34.0,11.0,8.0,5.0,4.0,False,2758.0,,EMNID
2005-01-14,37.0,33.0,12.0,8.0,5.0,5.0,False,1000.0,,DIMAP
2005-01-14,39.0,32.0,10.0,7.0,6.0,6.0,False,1273.0,,POLITBAROMETER
2005-01-19,38.0,33.0,11.0,8.0,5.0,5.0,False,3859.0,,EMNID
2005-01-19,38.0,35.0,10.0,8.0,5.0,4.0,False,2502.0,,FORSA
2005-01-20,38.0,34.0,11.0,7.0,5.0,5.0,False,1009.0,,GMS
2005-01-21,38.0,33.0,12.0,8.0,4.0,5.0,False,1000.0,,DIMAP
2005-01-26,37.0,35.0,11.0,8.0,4.0,5.0,False,2499.0,,FORSA
2005-01-26,38.0,33.0,11.0,8.0,5.0,5.0,False,4035.0,,EMNID
2005-01-26,38.9,30.6,11.1,8.6,6.1,4.7,False,2063.0,,ALLENSBACH
2005-01-28,40.0,32.0,10.0,7.0,5.0,6.0,False,1257.0,,POLITBAROMETER
2005-01-28,38.0,33.0,12.0,7.0,5.0,5.0,False,1000.0,,DIMAP
2005-02-02,37.0,35.0,11.0,8.0,4.0,5.0,False,2503.0,,FORSA
2005-02-02,39.0,33.0,11.0,8.0,5.0,4.0,False,2493.0,,EMNID
2005-02-04,39.0,32.0,11.0,7.0,5.0,6.0,False,1500.0,,DIMAP
2005-02-09,39.0,33.0,11.0,7.0,5.0,5.0,False,2493.0,,EMNID
2005-02-09,40.0,34.0,10.0,7.0,4.0,5.0,False,2501.0,,FORSA
2005-02-11,40.0,31.0,11.0,7.0,5.0,6.0,False,1000.0,,DIMAP
2005-02-15,40.0,33.0,10.0,8.0,4.0,5.0,False,2502.0,,FORSA
2005-02-16,37.2,32.9,11.1,8.8,5.7,4.3,False,2000.0,,ALLENSBACH
2005-02-16,39.0,32.0,11.0,7.0,5.0,6.0,False,3347.0,,EMNID
2005-02-18,40.0,32.0,11.0,7.0,5.0,5.0,False,1000.0,,DIMAP
2005-02-21,40.0,33.0,11.0,7.0,5.0,4.0,False,1010.0,,GMS
2005-02-23,40.0,32.0,10.0,8.0,5.0,5.0,False,3664.0,,EMNID
2005-02-23,40.0,34.0,9.0,7.0,4.0,6.0,False,2502.0,,FORSA
2005-02-25,42.0,31.0,11.0,6.0,5.0,5.0,False,1000.0,,DIMAP
2005-02-25,41.0,32.0,9.0,7.0,5.0,6.0,False,1268.0,,POLITBAROMETER
2005-03-02,42.0,32.0,10.0,7.0,4.0,5.0,False,4440.0,,EMNID
2005-03-02,42.0,32.0,8.0,7.0,5.0,6.0,False,2500.0,,FORSA
2005-03-04,43.0,31.0,10.0,6.0,5.0,5.0,False,1500.0,,DIMAP
2005-03-09,43.0,31.0,8.0,7.0,5.0,6.0,False,2503.0,,FORSA
2005-03-09,43.0,32.0,9.0,7.0,5.0,4.0,False,4315.0,,EMNID
2005-03-11,44.0,30.0,10.0,6.0,5.0,5.0,False,1000.0,,DIMAP
2005-03-16,41.0,31.5,9.4,8.8,5.1,4.2,False,2000.0,,ALLENSBACH
2005-03-16,44.0,31.0,8.0,7.0,4.0,6.0,False,2502.0,,FORSA
2005-03-16,44.0,29.0,10.0,6.0,6.0,5.0,False,3070.0,,EMNID
2005-03-17,42.0,30.0,11.0,8.0,4.0,5.0,False,1009.0,,GMS
2005-03-18,43.0,30.0,9.0,7.0,5.0,6.0,False,1000.0,,DIMAP
2005-03-18,42.0,31.0,10.0,6.0,5.0,6.0,False,1237.0,,POLITBAROMETER
2005-03-22,46.0,29.0,9.0,7.0,4.0,5.0,False,2505.0,,FORSA
2005-03-23,44.0,30.0,9.0,7.0,5.0,5.0,False,1000.0,,DIMAP
2005-03-29,46.0,28.0,8.0,8.0,5.0,5.0,False,2008.0,,FORSA
2005-03-30,46.0,29.0,9.0,7.0,5.0,4.0,False,2109.0,,EMNID
2005-04-01,45.0,29.0,9.0,7.0,5.0,5.0,False,1000.0,,DIMAP
2005-04-06,46.0,28.0,8.0,8.0,5.0,5.0,False,2002.0,,FORSA
2005-04-07,45.0,29.0,9.0,7.0,5.0,5.0,False,1500.0,,DIMAP
2005-04-12,44.0,30.0,10.0,7.0,4.0,5.0,False,3287.0,,EMNID
2005-04-13,46.0,28.0,8.0,7.0,5.0,6.0,False,2504.0,,FORSA
2005-04-15,44.0,29.0,9.0,7.0,5.0,6.0,False,1000.0,,DIMAP
2005-04-15,43.0,31.0,9.0,6.0,5.0,6.0,False,1280.0,,POLITBAROMETER
2005-04-19,45.0,29.0,9.0,7.0,5.0,5.0,False,3896.0,,EMNID
2005-04-20,46.0,28.0,9.0,7.0,5.0,5.0,False,2503.0,,FORSA
2005-04-20,45.0,29.0,9.0,7.0,5.0,5.0,False,1009.0,,GMS
2005-04-20,44.0,29.3,9.3,8.5,5.1,3.8,False,2000.0,,ALLENSBACH
2005-04-22,44.0,30.0,10.0,6.0,5.0,5.0,False,1000.0,,DIMAP
2005-04-26,45.0,29.0,9.0,7.0,6.0,4.0,False,4270.0,,EMNID
2005-04-27,46.0,28.0,8.0,7.0,5.0,6.0,False,2503.0,,FORSA
2005-04-29,45.0,29.0,10.0,6.0,5.0,5.0,False,1000.0,,DIMAP
2005-04-29,44.0,30.0,9.0,6.0,5.0,6.0,False,1285.0,,POLITBAROMETER
2005-05-03,45.0,29.0,8.0,8.0,5.0,5.0,False,2502.0,,FORSA
2005-05-04,45.0,29.0,10.0,7.0,4.0,5.0,False,1512.0,,DIMAP
2005-05-11,45.0,28.0,8.0,8.0,5.0,6.0,False,2002.0,,FORSA
2005-05-13,44.0,29.0,10.0,8.0,4.0,5.0,False,1000.0,,DIMAP
2005-05-18,45.0,29.0,10.0,8.0,4.0,4.0,False,1008.0,,GMS
2005-05-18,46.0,28.0,8.0,9.0,4.0,5.0,False,2506.0,,FORSA
2005-05-18,44.0,29.0,10.0,8.0,5.0,4.0,False,3340.0,,EMNID
2005-05-18,44.1,28.6,9.8,8.2,5.4,3.9,False,2000.0,,ALLENSBACH
2005-05-20,45.0,29.0,10.0,7.0,4.0,5.0,False,1000.0,,DIMAP
2005-05-22,46.0,29.0,8.0,8.0,4.0,5.0,False,675.0,,DIMAP
2005-05-23,46.0,30.0,7.0,7.0,5.0,5.0,False,1000.0,,DIMAP
2005-05-24,45.0,28.0,8.0,9.0,5.0,5.0,False,2003.0,,FORSA
2005-05-27,47.0,29.0,8.0,6.0,5.0,5.0,False,1000.0,,DIMAP
2005-05-27,45.0,30.0,8.0,6.0,5.0,6.0,False,1162.0,,POLITBAROMETER
2005-05-31,47.0,29.0,8.0,6.0,6.0,4.0,False,3835.0,,EMNID
2005-06-01,49.0,28.0,8.0,7.0,4.0,4.0,False,2501.0,,FORSA
2005-06-02,48.0,28.0,9.0,7.0,4.0,4.0,False,1500.0,,DIMAP
2005-06-04,48.0,28.0,8.0,6.0,6.0,4.0,False,5983.0,,EMNID
2005-06-08,49.0,28.0,8.0,6.0,5.0,4.0,False,2504.0,,FORSA
2005-06-10,47.0,29.0,9.0,7.0,5.0,3.0,False,1000.0,,DIMAP
2005-06-10,44.0,29.0,8.0,7.0,5.0,7.0,False,1298.0,,POLITBAROMETER
2005-06-11,48.0,27.0,8.0,7.0,6.0,4.0,False,5492.0,,EMNID
2005-06-14,46.0,28.0,8.0,7.0,8.0,3.0,False,4265.0,,EMNID
2005-06-15,46.9,27.4,9.2,8.1,4.8,3.6,False,2000.0,,ALLENSBACH
2005-06-15,49.0,27.0,7.0,7.0,5.0,5.0,False,1101.0,,FORSA
2005-06-17,46.0,28.0,8.0,7.0,5.0,6.0,False,1000.0,,DIMAP
2005-06-18,45.0,27.0,8.0,7.0,9.0,4.0,False,5970.0,,EMNID
2005-06-22,49.0,26.0,7.0,6.0,9.0,3.0,False,2501.0,,FORSA
2005-06-23,46.0,28.0,8.0,7.0,6.0,5.0,False,1013.0,,GMS
2005-06-24,44.0,27.0,9.0,7.0,8.0,5.0,False,1175.0,,POLITBAROMETER
2005-06-24,45.0,27.0,9.0,7.0,9.0,3.0,False,1000.0,,DIMAP
2005-06-25,46.0,27.0,8.0,7.0,9.0,3.0,False,4134.0,,EMNID
2005-06-28,47.0,26.0,7.0,6.0,11.0,3.0,False,2504.0,,FORSA
2005-06-30,44.0,27.0,8.0,7.0,10.0,4.0,False,1000.0,,DIMAP
2005-07-02,44.0,26.0,9.0,7.0,11.0,3.0,False,3236.0,,EMNID
2005-07-05,43.0,27.0,8.0,7.0,11.0,4.0,False,2555.0,,EMNID
2005-07-06,47.0,26.0,7.0,6.0,10.0,4.0,False,2501.0,,FORSA
2005-07-07,43.0,27.0,8.0,7.0,11.0,4.0,False,1500.0,,DIMAP
2005-07-08,44.0,27.0,9.0,7.0,8.0,5.0,False,1257.0,,POLITBAROMETER
2005-07-09,43.0,28.0,8.0,7.0,11.0,3.0,False,4191.0,,EMNID
2005-07-13,46.0,27.0,7.0,7.0,10.0,3.0,False,2503.0,,FORSA
2005-07-14,42.0,27.0,9.0,8.0,11.0,3.0,False,1000.0,,DIMAP
2005-07-15,43.0,27.0,8.0,7.0,12.0,3.0,False,3379.0,,EMNID
2005-07-16,43.0,27.0,8.0,7.0,12.0,3.0,False,5053.0,,EMNID
2005-07-19,45.2,26.4,8.2,8.0,9.2,3.0,False,1400.0,,ALLENSBACH
2005-07-20,44.0,27.0,8.0,7.0,11.0,3.0,False,2505.0,,FORSA
2005-07-20,45.0,27.0,8.0,7.0,9.0,4.0,False,1007.0,,GMS
2005-07-21,42.0,27.0,9.0,7.0,12.0,3.0,False,1000.0,,DIMAP
2005-07-22,43.0,26.0,10.0,7.0,10.0,4.0,False,1300.0,,POLITBAROMETER
2005-07-22,43.0,27.0,8.0,7.0,12.0,3.0,False,3347.0,,EMNID
2005-07-27,44.0,27.0,8.0,7.0,11.0,3.0,False,2504.0,,FORSA
2005-07-28,42.0,28.0,8.0,7.0,12.0,3.0,False,1000.0,,DIMAP
2005-07-29,42.0,26.0,9.0,8.0,12.0,3.0,False,3374.0,,EMNID
2005-08-03,42.0,26.0,8.0,8.0,12.0,4.0,False,5976.0,,EMNID
2005-08-03,45.0,26.0,7.0,7.0,12.0,3.0,False,2507.0,,FORSA
2005-08-04,43.0,26.0,8.0,7.0,13.0,3.0,False,3000.0,,EMNID
2005-08-04,42.0,29.0,8.0,6.0,11.0,4.0,False,1620.0,,DIMAP
2005-08-05,42.0,28.0,9.0,8.0,9.0,4.0,False,1303.0,,POLITBAROMETER
2005-08-09,43.0,29.0,8.0,7.0,10.0,3.0,False,1009.0,,GMS
2005-08-10,42.0,28.0,7.0,7.0,12.0,4.0,False,5528.0,,EMNID
2005-08-10,42.0,28.0,7.0,7.0,12.0,4.0,False,2501.0,,FORSA
2005-08-11,42.0,29.0,9.0,6.0,10.0,4.0,False,1000.0,,DIMAP
2005-08-11,41.0,28.0,8.0,8.0,12.0,3.0,False,3000.0,,EMNID
2005-08-12,42.0,29.0,9.0,8.0,9.0,3.0,False,1227.0,,POLITBAROMETER
2005-08-13,43.0,29.0,7.0,7.0,10.0,4.0,False,2503.0,,FORSA
2005-08-16,41.9,27.9,8.0,8.4,10.5,3.3,False,,,ALLENSBACH
2005-08-16,42.0,29.0,8.0,7.0,11.0,3.0,False,5099.0,,EMNID
2005-08-17,42.0,30.0,8.0,7.0,9.0,4.0,False,1000.0,,DIMAP
2005-08-18,42.0,29.0,7.0,7.0,11.0,4.0,False,3000.0,,EMNID
2005-08-19,43.0,29.0,9.0,8.0,8.0,3.0,False,1257.0,,POLITBAROMETER
2005-08-22,43.0,29.0,7.0,8.0,9.0,4.0,False,2508.0,,FORSA
2005-08-23,42.0,30.0,8.0,7.0,10.0,3.0,False,3157.0,,EMNID
2005-08-23,41.8,27.9,8.1,8.7,10.3,3.2,False,,,ALLENSBACH
2005-08-25,42.0,30.0,8.0,7.0,10.0,3.0,False,3000.0,,EMNID
2005-08-25,42.0,31.0,8.0,7.0,9.0,3.0,False,1000.0,,DIMAP
2005-08-26,43.0,30.0,8.0,8.0,8.0,3.0,False,1305.0,,POLITBAROMETER
2005-08-27,43.5,28.1,7.7,7.8,10.1,2.8,False,2000.0,,ALLENSBACH
2005-08-29,43.0,30.0,7.0,8.0,8.0,4.0,False,2501.0,,FORSA
2005-08-30,42.0,30.0,7.0,7.0,10.0,4.0,False,3725.0,,EMNID
2005-09-01,42.0,31.0,7.0,7.0,10.0,3.0,False,3000.0,,EMNID
2005-09-01,43.0,32.0,7.0,6.0,9.0,3.0,False,1636.0,,DIMAP
2005-09-02,41.7,29.6,8.1,8.0,9.7,2.9,False,2000.0,,ALLENSBACH
2005-09-02,43.0,32.0,7.0,7.0,8.0,3.0,False,1305.0,,POLITBAROMETER
2005-09-03,43.0,31.0,7.0,7.0,9.0,3.0,False,2507.0,,FORSA
2005-09-05,42.0,32.0,8.0,7.0,8.0,3.0,False,1005.0,,GMS
2005-09-07,42.0,32.0,7.0,7.0,9.0,3.0,False,4058.0,,EMNID
2005-09-07,42.0,34.0,7.0,6.0,8.0,3.0,False,1030.0,,FORSA
2005-09-08,41.0,34.0,7.0,6.5,8.5,3.0,False,1000.0,,DIMAP
2005-09-08,42.0,33.0,7.0,7.0,9.0,2.0,False,3000.0,,EMNID
2005-09-09,41.0,34.0,7.0,7.0,8.0,3.0,False,1299.0,,POLITBAROMETER
2005-09-09,41.5,32.7,7.2,7.0,8.9,2.7,False,,,ALLENSBACH
2005-09-10,40.5,34.5,7.0,7.0,8.0,3.0,False,,,EMNID
2005-09-12,42.0,35.0,7.0,6.0,7.0,3.0,False,2504.0,,FORSA
2005-09-12,42.0,33.0,8.0,7.0,7.0,3.0,False,1008.0,,GMS
2005-09-13,42.0,33.5,7.0,6.5,8.0,3.0,False,2000.0,,EMNID
2005-09-13,41.7,32.9,7.2,7.0,8.5,2.7,False,2000.0,,ALLENSBACH
2005-09-16,42.0,33.0,6.5,7.5,7.5,,False,2004.0,,FORSA
2005-09-16,41.5,32.5,7.0,8.0,8.5,2.5,False,1682.0,,ALLENSBACH
2005-09-18,35.2,34.2,8.1,9.8,8.7,3.9,True,,,BUNDESTAGSWAHL
2005-09-22,36.0,33.0,8.0,10.0,10.0,3.0,False,2000.0,,EMNID
2005-09-22,35.0,34.0,8.0,10.0,9.0,4.0,False,1500.0,,DIMAP
2005-09-23,37.0,35.0,8.0,8.0,8.0,4.0,False,1345.0,,POLITBAROMETER
2005-09-28,36.0,34.0,8.0,11.0,8.0,3.0,False,2501.0,,FORSA
2005-09-29,36.0,34.0,8.0,9.0,9.0,4.0,False,1000.0,,DIMAP
2005-10-05,36.0,34.0,8.0,11.0,8.0,3.0,False,2501.0,,FORSA
2005-10-06,36.0,34.0,8.0,10.0,8.0,4.0,False,1508.0,,DIMAP
2005-10-07,39.0,34.0,7.0,7.0,9.0,4.0,False,1259.0,,POLITBAROMETER
2005-10-12,36.0,34.0,8.0,10.0,9.0,3.0,False,2001.0,,FORSA
2005-10-13,37.0,34.0,8.0,9.0,8.0,4.0,False,1000.0,,DIMAP
2005-10-14,38.0,35.0,7.0,8.0,8.0,4.0,False,1280.0,,POLITBAROMETER
2005-10-17,38.0,34.0,8.0,9.0,7.0,4.0,False,1014.0,,GMS
2005-10-18,35.0,34.0,9.0,9.0,9.0,4.0,False,4000.0,,EMNID
2005-10-19,36.4,33.2,8.3,9.6,9.1,3.4,False,2000.0,,ALLENSBACH
